text,uri,target
"**Question:**Rate your impression of the credibility of this article

**Answer:**Somewhat low credibility

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Title Representativeness

**Question:**Question: Does the title of the article accurately reflect the content of the article?

**Answer:**Somewhat Unrepresentative

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Title Representativeness

**Question:**How is the title unrepresentative of the content of the article? (Select all that apply).

**Answer:**Title emphasizes different information than the body

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Title Representativeness

**Question:**How is the title unrepresentative of the content of the article? (Select all that apply).

**Answer:**Title carries little information about the body

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Clickbait Title

**Question:**Is the headline clickbaity?

**Answer:**Somewhat clickbaity

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Provoking emotions, such as shock or surprise (“...Shocking Result”, “...Leave You in Tears”)

**Highlight**:

It’s All A Giant Deadly Scam

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""It’s All A Giant Deadly Scam"",""prefix"":"", Warns Parents & Young Girls "",""type"":""TextQuoteSelector"",""suffix"":""\n\nAuthor: SatyaRaj\nPublished M""}]}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Hidden secret or trick (“Fitness Companies Hate Him...”, “Experts are Dying to Know Their Secret”)

**Highlight**:

It’s All A Giant Deadly Scam

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""It’s All A Giant Deadly Scam"",""prefix"":"", Warns Parents & Young Girls "",""type"":""TextQuoteSelector"",""suffix"":""\n\nAuthor: SatyaRaj\nPublished M""}]}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Inducing fear (“Is Your Boyfriend Cheating on You?”)

**Highlight**:

It’s All A Giant Deadly Scam

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""It’s All A Giant Deadly Scam"",""prefix"":"", Warns Parents & Young Girls "",""type"":""TextQuoteSelector"",""suffix"":""\n\nAuthor: SatyaRaj\nPublished M""}]}]"
"**CredCo Indicator:**Single Study Article

**Question:**Is this article primarily about a single scientific study?

**Answer:**Yes

**Highlight**:

Canadian Concordia University’s kinesiology professor Genevieve Rail was awarded a grant of $270,000 to study the effects of HPV vaccines on the public.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Canadian Concordia University’s kinesiology professor Genevieve Rail was awarded a grant of $270,000 to study the effects of HPV vaccines on the public."",""prefix"":""t’s All A Giant Deadly Scam:\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\nHPV stands for human papillo""}]}]"
"**Question:**Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.

**Answer:**Experts

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**Question:**Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.

**Answer:**Studies

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Quotes from Outside Experts

**Question:**Highlight each expert cited:

**Answer:**Expert 1

**Highlight**:

Rail and study co-author Abby Lippman,

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Rail and study co-author Abby Lippman,"",""prefix"":""ecade.\n\nBased on their study, "",""type"":""TextQuoteSelector"",""suffix"":"" a McGill University professor""}]}]"
"**CredCo Indicator:**Quotes from Outside Experts

**Question:**Highlight each expert cited:

**Answer:**Expert 2

**Highlight**:

one of the lead HPV vaccine developers for Merck’s Gardasil, Dr. Diane Harper,

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""one of the lead HPV vaccine developers for Merck’s Gardasil, Dr. Diane Harper,"",""prefix"":""oxin.\n\nA couple of years ago, "",""type"":""TextQuoteSelector"",""suffix"":"" came clean and warned that Ga""}]}]"
